length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,web_traffic,google_index,page_rank
18,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,2,3,3,0,6,6,0,4.666666666666667,4.5,0.0,0,0,0,0,0,0,0,1,10
18,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,2,3,3,0,6,6,0,4.666666666666667,4.5,0.0,0,0,0,0,0,0,0,1,6
17,9,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,3,3,0,5,5,0,4.333333333333333,4.0,0.0,0,0,0,0,0,0,0,1,5
20,12,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,3,3,0,8,8,0,5.333333333333333,5.5,0.0,0,0,0,0,0,0,0,1,10
16,8,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2,0,3,1,3,3,0,5,4,0,4.0,3.5,0.0,0,0,0,0,0,0,0,1,5
22,15,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2,0,3,2,3,3,0,11,11,0,6.0,7.0,0.0,0,0,0,0,0,0,0,1,4
17,9,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,1,0,3,1,3,3,0,5,5,0,4.333333333333333,4.0,0.0,0,0,0,0,0,0,0,1,4
19,11,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,0,1,5
23,15,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,3,3,0,11,11,0,6.333333333333333,7.0,0.0,0,0,0,0,0,0,0,1,5
18,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,3,3,0,6,6,0,4.666666666666667,4.5,0.0,0,0,0,0,0,0,0,1,10
18,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,1,0,3,1,3,3,0,6,6,0,4.666666666666667,4.5,0.0,0,0,0,0,0,0,0,1,3
20,12,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,2,3,3,0,8,8,0,5.333333333333333,5.5,0.0,0,0,0,0,0,0,0,1,3
18,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,3,3,0,6,6,0,4.666666666666667,4.5,0.0,0,0,0,0,0,0,0,1,7
21,13,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,3,1,3,3,0,9,9,0,5.666666666666667,6.0,0.0,0,0,0,0,0,0,0,1,3
16,8,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,2,2,0,5,5,0,4.0,3.5,0.0,0,0,0,0,0,0,0,1,10
19,11,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,1,0,3,1,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,0,1,7
21,13,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,1,0,3,1,3,3,0,9,9,0,5.666666666666667,6.0,0.0,0,0,0,0,0,0,0,1,9
16,8,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,3,3,0,5,4,0,4.0,3.5,0.0,0,0,0,0,0,0,0,1,8
17,9,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2,0,3,1,3,3,0,5,5,0,4.333333333333333,4.0,0.0,0,0,0,0,0,0,0,1,7
22,14,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,1,1,0,6,0,3,1,3,3,0,10,10,0,6.0,6.5,0.0,0,0,0,0,0,0,0,1,4
20,12,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,1,0,3,1,3,3,0,8,8,0,5.333333333333333,5.5,0.0,0,0,0,0,0,0,0,1,6
29,21,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,1,0,3,2,3,3,0,17,17,0,8.333333333333334,10.0,0.0,0,0,0,0,0,0,0,1,5
14,6,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,1,0,3,2,2,2,0,5,3,0,3.3333333333333335,2.5,0.0,0,0,0,0,0,0,0,1,9
20,12,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,2,3,3,0,8,8,0,5.333333333333333,5.5,0.0,0,0,0,0,0,0,0,1,8
17,9,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,3,3,0,5,5,0,4.333333333333333,4.0,0.0,0,0,0,0,0,0,0,1,8
23,15,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,2,0,4,4,3,3,0,7,7,0,4.5,4.333333333333333,0.0,0,0,0,0,0,0,0,1,4
18,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,1,0,3,1,3,3,0,6,6,0,4.666666666666667,4.5,0.0,0,0,0,0,0,0,0,1,7
19,11,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2,0,3,1,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,0,1,7
17,9,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,3,3,0,5,5,0,4.333333333333333,4.0,0.0,0,0,0,0,0,0,0,1,9
18,11,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,4,0,3,1,3,3,0,7,7,0,4.666666666666667,5.0,0.0,0,0,0,0,0,0,0,1,4
15,7,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,3,3,0,5,3,0,3.6666666666666665,3.0,0.0,0,0,0,0,0,0,0,1,7
14,6,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,1,0,3,1,2,2,0,5,3,0,3.3333333333333335,2.5,0.0,0,0,0,0,0,0,0,1,9
28,20,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2,0,4,2,3,3,0,9,9,0,5.75,6.0,0.0,0,0,0,0,0,0,0,1,8
15,7,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,3,3,0,5,3,0,3.6666666666666665,3.0,0.0,0,0,0,0,0,0,0,1,5
21,13,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,3,3,0,9,9,0,5.666666666666667,6.0,0.0,0,0,0,0,0,0,0,1,8
18,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2,0,3,1,3,3,0,6,6,0,4.666666666666667,4.5,0.0,0,0,0,0,0,0,0,1,9
13,5,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,3,1,1,1,0,5,3,0,3.0,2.0,0.0,0,0,0,0,0,0,0,1,9
19,11,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,2,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,0,1,8
15,7,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,2,2,2,0,5,4,0,3.6666666666666665,3.0,0.0,0,0,0,0,0,0,0,1,7
17,9,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2,0,3,1,3,3,0,5,5,0,4.333333333333333,4.0,0.0,0,0,0,0,0,0,0,1,6
14,6,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,2,2,0,5,3,0,3.3333333333333335,2.5,0.0,0,0,0,0,0,0,0,1,5
21,13,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.14285714285714285,0.23076923076923078,0,0,0,0,0,1,0,0,0,0,2,0,3,2,3,3,0,9,9,0,5.666666666666667,6.0,0.0,0,0,0,0,0,0,0,1,5
18,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2,0,3,1,3,3,0,6,6,0,4.666666666666667,4.5,0.0,0,0,0,0,0,0,0,1,3
17,9,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,3,3,0,5,5,0,4.333333333333333,4.0,0.0,0,0,0,0,0,0,0,1,8
19,11,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2,0,3,1,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,0,1,7
20,12,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,5,0,3,1,3,3,0,8,8,0,5.333333333333333,5.5,0.0,0,0,0,0,0,0,0,1,6
22,14,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,1,0,0,0,4,4,3,3,0,6,6,0,4.25,4.0,0.0,0,0,0,0,0,0,0,1,6
26,18,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,1,0,4,1,3,3,0,10,10,0,5.25,5.333333333333333,0.0,0,0,0,0,0,0,0,1,5
17,9,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,3,3,0,5,5,0,4.333333333333333,4.0,0.0,0,0,0,0,0,0,0,1,7
19,11,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.05263157894736842,0.09090909090909091,0,0,0,0,0,1,0,0,0,0,1,0,3,1,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,0,1,6
25,17,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,2,3,3,0,13,13,0,7.0,8.0,0.0,0,0,0,0,0,0,0,1,3
17,9,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,3,3,0,5,5,0,4.333333333333333,4.0,0.0,0,0,0,0,0,0,0,1,7
17,9,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,2,2,0,6,6,0,4.333333333333333,4.0,0.0,0,0,0,0,0,0,0,1,6
19,11,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,4,0,3,1,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,0,1,5
17,9,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,2,0,3,1,3,3,0,5,5,0,4.333333333333333,4.0,0.0,0,0,0,0,0,0,0,1,6
14,6,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,2,2,0,5,3,0,3.3333333333333335,2.5,0.0,0,0,0,0,0,0,0,1,9
12,4,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,1,1,0,5,2,0,2.6666666666666665,1.5,0.0,0,0,0,0,0,0,0,1,9
19,11,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,3,0,3,2,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,0,1,6
18,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2,0,3,1,2,2,0,7,7,0,4.666666666666667,4.5,0.0,0,0,0,0,0,0,0,1,6
17,9,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,2,2,0,6,6,0,4.333333333333333,4.0,0.0,0,0,0,0,0,0,0,1,7
18,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,3,3,0,6,6,0,4.666666666666667,4.5,0.0,0,0,0,0,0,0,0,1,7
13,5,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,2,2,0,5,2,0,3.0,2.0,0.0,0,0,0,0,0,0,0,1,8
18,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,3,3,0,6,6,0,4.666666666666667,4.5,0.0,0,0,0,0,0,0,0,1,6
17,9,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,2,2,0,6,6,0,4.333333333333333,4.0,0.0,0,0,0,0,0,0,0,1,5
20,12,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,3,3,0,8,8,0,5.333333333333333,5.5,0.0,0,0,0,0,0,0,0,1,7
19,11,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,1,0,3,1,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,0,1,8
16,8,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,3,3,0,5,4,0,4.0,3.5,0.0,0,0,0,0,0,0,0,1,7
15,7,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,3,3,0,5,3,0,3.6666666666666665,3.0,0.0,0,0,0,0,0,0,0,1,6
18,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,1,0,3,1,3,3,0,6,6,0,4.666666666666667,4.5,0.0,0,0,0,0,0,0,0,1,8
19,11,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2,0,3,1,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,0,1,4
14,6,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,2,2,0,5,3,0,3.3333333333333335,2.5,0.0,0,0,0,0,0,0,0,1,6
15,7,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,3,3,0,5,3,0,3.6666666666666665,3.0,0.0,0,0,0,0,0,0,0,1,3
18,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,3,3,0,6,6,0,4.666666666666667,4.5,0.0,0,0,0,0,0,0,0,1,5
18,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2,0,3,1,3,3,0,6,6,0,4.666666666666667,4.5,0.0,0,0,0,0,0,0,0,1,5
19,11,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,0,1,9
18,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2,0,3,1,3,3,0,6,6,0,4.666666666666667,4.5,0.0,0,0,0,0,0,0,0,1,8
26,18,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,4,4,3,3,0,10,10,0,5.25,5.333333333333333,0.0,0,0,0,0,0,0,0,1,6
17,9,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2,0,3,1,3,3,0,5,5,0,4.333333333333333,4.0,0.0,0,0,0,0,0,0,0,1,4
19,11,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,0,1,2
19,11,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,0,1,8
19,11,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,0,1,4
18,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,2,2,0,7,7,0,4.666666666666667,4.5,0.0,0,0,0,0,0,0,0,1,5
18,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,3,3,0,6,6,0,4.666666666666667,4.5,0.0,0,0,0,0,0,0,0,1,8
17,9,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,4,0,3,1,3,3,0,5,5,0,4.333333333333333,4.0,0.0,0,0,0,0,0,0,0,1,8
15,7,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,2,3,3,0,5,3,0,3.6666666666666665,3.0,0.0,0,0,0,0,0,0,0,1,8
18,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,3,3,0,6,6,0,4.666666666666667,4.5,0.0,0,0,0,0,0,0,0,1,9
14,6,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2,0,3,1,2,2,0,5,3,0,3.3333333333333335,2.5,0.0,0,0,0,0,0,0,0,1,5
18,10,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,3,3,0,6,6,0,4.666666666666667,4.5,0.0,0,0,0,0,0,0,0,1,8
22,14,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,3,3,0,10,10,0,6.0,6.5,0.0,0,0,0,0,0,0,0,1,9
16,8,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,3,3,0,5,4,0,4.0,3.5,0.0,0,0,0,0,0,0,0,1,5
