num_links,num_forms,num_inputs,num_scripts,num_iframes,has_login,num_meta,text_length,has_password_field,has_https_links,external_script_ratio,external_links_ratio,has_sensitive_keywords,num_exclamations,num_uppercase_words,avg_link_length,num_divs,num_images,num_inline_styles,num_css_files,num_external_css,url,error
,,,,,,,,,,,,,,,,,,,,,https://live.com,500 Server Error: Internal Server Error for url: https://outlook.live.com/owa/auth/errorfe.aspx?httpCode=500&msg=3673577647&owaError=Microsoft.Exchange.Clients.Owa2.Server.Core.OwaBasicUnsupportedException&owaVer=15.20.9137.16&be=SN7PR13MB6065&ts=134028624443728552&fe=SA9PR13CA0004&reqid=&creqid=&cid=&rt=Form15&et=DefaultPage&pal=0&dag=NAMPR13DG370&forest=namprd13.prod.outlook.com&te=0&refurl=https%3a%2f%2foutlook.live.com%3a444%2fowa%2f&hmac=YkQmIHnEVGEKo0mgs2bmZ6OkThJVGQtbQiRyZLTxzqk.
14.0,1.0,11.0,6.0,0.0,0.0,3.0,136.0,0.0,1.0,0.0,0.7857142857142857,0.0,0.0,0.0,39.57142857142857,13.0,0.0,13.0,0.0,0.0,,
44.0,1.0,7.0,19.0,0.0,1.0,9.0,642.0,1.0,1.0,1.0,0.5681818181818182,1.0,0.0,3.0,37.54545454545455,32.0,2.0,2.0,5.0,5.0,,
42.0,0.0,0.0,9.0,0.0,0.0,12.0,3891.0,0.0,1.0,1.0,0.9047619047619048,0.0,0.0,22.0,46.19047619047619,95.0,28.0,16.0,7.0,0.0,,
85.0,0.0,0.0,10.0,1.0,0.0,16.0,7208.0,0.0,1.0,1.0,0.3764705882352941,0.0,0.0,6.0,51.69047619047619,161.0,12.0,0.0,3.0,2.0,,
143.0,5.0,13.0,63.0,0.0,0.0,50.0,8160.0,0.0,1.0,1.0,0.5034965034965035,1.0,0.0,12.0,29.703703703703702,384.0,29.0,67.0,15.0,15.0,,
74.0,0.0,0.0,16.0,1.0,0.0,21.0,7023.0,0.0,1.0,0.0,0.24324324324324326,1.0,0.0,37.0,29.54054054054054,335.0,14.0,20.0,0.0,0.0,,
82.0,0.0,0.0,18.0,0.0,1.0,17.0,4715.0,0.0,1.0,1.0,0.9878048780487805,1.0,0.0,7.0,33.86585365853659,308.0,42.0,237.0,5.0,5.0,,
0.0,0.0,0.0,8.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,1.0,0.0,,
16.0,2.0,8.0,9.0,0.0,1.0,13.0,2446.0,0.0,1.0,0.5,0.375,0.0,0.0,0.0,43.285714285714285,12.0,0.0,24.0,1.0,1.0,,
15.0,0.0,1.0,42.0,1.0,1.0,7.0,172.0,0.0,1.0,1.0,0.6,1.0,0.0,2.0,36.666666666666664,291.0,0.0,43.0,5.0,4.0,,
25.0,0.0,2.0,9.0,0.0,1.0,21.0,3792.0,0.0,1.0,1.0,0.72,1.0,1.0,12.0,25.08,163.0,1.0,83.0,1.0,1.0,,
1.0,0.0,0.0,69.0,0.0,1.0,35.0,70.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,29.0,5.0,1.0,2.0,0.0,0.0,,
4.0,0.0,0.0,43.0,0.0,1.0,13.0,31.0,0.0,0.0,0.14814814814814814,0.0,1.0,0.0,0.0,17.5,5.0,1.0,3.0,22.0,22.0,,
8.0,1.0,2.0,7.0,0.0,0.0,17.0,1207.0,0.0,1.0,1.0,0.875,1.0,0.0,2.0,46.875,49.0,38.0,7.0,0.0,0.0,,
113.0,1.0,1.0,6.0,0.0,0.0,5.0,12389.0,0.0,1.0,1.0,0.9823008849557522,1.0,0.0,7.0,51.2972972972973,36.0,2.0,0.0,3.0,3.0,,
283.0,1.0,1.0,43.0,1.0,0.0,24.0,11773.0,0.0,1.0,0.23809523809523808,0.6219081272084805,1.0,4.0,183.0,42.58156028368794,591.0,48.0,231.0,6.0,0.0,,
17.0,1.0,10.0,6.0,0.0,0.0,4.0,180.0,0.0,1.0,0.0,0.5882352941176471,0.0,0.0,0.0,34.588235294117645,10.0,1.0,11.0,0.0,0.0,,
142.0,1.0,1.0,9.0,1.0,0.0,8.0,6258.0,0.0,1.0,0.8571428571428571,0.09859154929577464,1.0,0.0,23.0,37.2887323943662,110.0,8.0,1.0,7.0,6.0,,
82.0,0.0,0.0,18.0,0.0,1.0,17.0,4716.0,0.0,1.0,1.0,0.9878048780487805,1.0,0.0,7.0,33.97560975609756,308.0,42.0,237.0,5.0,5.0,,
,,,,,,,,,,,,,,,,,,,,,https://adobe.com,"HTTPSConnectionPool(host='www.adobe.com', port=443): Read timed out. (read timeout=10)"
0.0,0.0,0.0,50.0,0.0,1.0,3.0,22.0,0.0,0.0,0.044444444444444446,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,,
0.0,0.0,0.0,116.0,0.0,0.0,47.0,6.0,0.0,0.0,0.9903846153846154,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,25.0,25.0,,
94.0,0.0,0.0,9.0,0.0,0.0,24.0,1587.0,0.0,0.0,1.0,0.0,0.0,1.0,19.0,29.319148936170212,460.0,86.0,264.0,1.0,1.0,,
254.0,0.0,0.0,74.0,0.0,1.0,38.0,8749.0,0.0,1.0,1.0,0.12598425196850394,1.0,0.0,31.0,21.751968503937007,527.0,45.0,180.0,4.0,4.0,,
113.0,1.0,1.0,6.0,0.0,0.0,5.0,12389.0,0.0,1.0,1.0,0.9823008849557522,1.0,0.0,7.0,51.2972972972973,36.0,2.0,0.0,3.0,3.0,,
0.0,0.0,0.0,10.0,0.0,1.0,2.0,3.0,0.0,0.0,0.8,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,,
196.0,4.0,19.0,33.0,0.0,1.0,22.0,10254.0,0.0,1.0,0.9444444444444444,0.9438775510204082,1.0,1.0,91.0,39.666666666666664,360.0,82.0,46.0,23.0,23.0,,
71.0,0.0,0.0,10.0,1.0,0.0,16.0,4947.0,0.0,1.0,1.0,0.43661971830985913,0.0,0.0,8.0,58.957142857142856,127.0,10.0,44.0,3.0,2.0,,
17.0,0.0,0.0,5.0,0.0,0.0,15.0,1345.0,0.0,1.0,1.0,1.0,0.0,2.0,12.0,29.176470588235293,15.0,6.0,10.0,2.0,2.0,,
155.0,1.0,2.0,23.0,0.0,1.0,27.0,4971.0,0.0,1.0,0.6,0.9935483870967742,1.0,0.0,4.0,44.94838709677419,327.0,27.0,68.0,1.0,1.0,,
0.0,0.0,0.0,50.0,0.0,1.0,3.0,22.0,0.0,0.0,0.044444444444444446,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,,
6.0,1.0,1.0,11.0,0.0,1.0,11.0,493.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,55.5,10.0,1.0,5.0,0.0,0.0,,
130.0,0.0,0.0,9.0,0.0,0.0,20.0,2432.0,0.0,1.0,1.0,0.23846153846153847,0.0,0.0,4.0,28.523076923076925,31.0,9.0,0.0,3.0,3.0,,
371.0,0.0,9.0,16.0,0.0,1.0,27.0,25040.0,0.0,1.0,0.875,0.9649595687331537,1.0,0.0,125.0,42.0650406504065,805.0,94.0,47.0,3.0,3.0,,
148.0,2.0,2.0,7.0,0.0,0.0,23.0,15473.0,0.0,1.0,0.0,0.3108108108108108,1.0,6.0,40.0,22.95945945945946,220.0,8.0,2.0,2.0,0.0,,
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,
113.0,1.0,1.0,6.0,0.0,0.0,5.0,12389.0,0.0,1.0,1.0,0.9823008849557522,1.0,0.0,7.0,51.2972972972973,36.0,2.0,0.0,3.0,3.0,,
9.0,1.0,5.0,45.0,0.0,1.0,21.0,259.0,0.0,1.0,0.8888888888888888,1.0,1.0,0.0,4.0,114.44444444444444,57.0,1.0,3.0,0.0,0.0,,
80.0,1.0,7.0,6.0,1.0,0.0,17.0,3594.0,0.0,1.0,1.0,0.325,1.0,1.0,19.0,21.0625,183.0,36.0,10.0,11.0,11.0,,
283.0,7.0,104.0,23.0,1.0,1.0,32.0,6294.0,0.0,1.0,0.08333333333333333,0.0812720848056537,1.0,1.0,88.0,40.23487544483986,595.0,289.0,8.0,1.0,0.0,,
16.0,0.0,0.0,2.0,0.0,0.0,25.0,2996.0,0.0,0.0,0.5,0.0,0.0,0.0,4.0,12.8125,25.0,42.0,1.0,2.0,1.0,,
62.0,1.0,2.0,56.0,0.0,0.0,14.0,1353.0,0.0,1.0,0.14634146341463414,0.9516129032258065,1.0,0.0,1.0,50.41935483870968,197.0,11.0,4.0,29.0,24.0,,
42.0,0.0,0.0,2.0,0.0,0.0,13.0,6216.0,0.0,1.0,0.5,0.38095238095238093,1.0,5.0,55.0,40.07142857142857,50.0,0.0,14.0,2.0,1.0,,
11.0,1.0,8.0,1.0,0.0,1.0,3.0,173.0,0.0,1.0,0.0,0.9090909090909091,0.0,0.0,0.0,28.363636363636363,9.0,2.0,1.0,1.0,1.0,,
75.0,0.0,1.0,79.0,0.0,1.0,17.0,4054.0,0.0,1.0,0.0,0.2,1.0,1.0,24.0,18.14666666666667,213.0,5.0,25.0,4.0,0.0,,
6.0,0.0,0.0,0.0,0.0,0.0,8.0,598.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,75.33333333333333,18.0,3.0,1.0,2.0,1.0,,
52.0,0.0,1.0,0.0,0.0,0.0,2.0,1697.0,0.0,1.0,0.0,0.36538461538461536,0.0,0.0,15.0,25.666666666666668,8.0,6.0,3.0,1.0,0.0,,
134.0,1.0,4.0,52.0,0.0,1.0,22.0,11512.0,0.0,1.0,1.0,0.5298507462686567,1.0,0.0,33.0,28.917910447761194,615.0,138.0,198.0,0.0,0.0,,
113.0,1.0,1.0,6.0,0.0,0.0,5.0,12389.0,0.0,1.0,1.0,0.9823008849557522,1.0,0.0,7.0,51.2972972972973,36.0,2.0,0.0,3.0,3.0,,
253.0,0.0,1.0,21.0,0.0,1.0,14.0,8772.0,0.0,1.0,0.2857142857142857,0.3952569169960474,1.0,1.0,167.0,27.824701195219124,612.0,6.0,63.0,2.0,0.0,,
1.0,0.0,0.0,20.0,0.0,1.0,14.0,161.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,30.0,6.0,7.0,0.0,0.0,,
61.0,0.0,0.0,3.0,0.0,0.0,10.0,1940.0,0.0,1.0,0.0,0.03278688524590164,1.0,0.0,6.0,13.183333333333334,91.0,11.0,0.0,2.0,0.0,,
113.0,1.0,1.0,6.0,0.0,0.0,5.0,12389.0,0.0,1.0,1.0,0.9823008849557522,1.0,0.0,7.0,51.2972972972973,36.0,2.0,0.0,3.0,3.0,,
403.0,0.0,0.0,18.0,0.0,1.0,7.0,10730.0,0.0,1.0,0.6923076923076923,0.15384615384615385,0.0,5.0,67.0,50.62034739454094,591.0,267.0,42.0,7.0,5.0,,
28.0,0.0,0.0,10.0,0.0,0.0,22.0,392.0,0.0,1.0,0.6,0.9285714285714286,0.0,0.0,1.0,39.96296296296296,10.0,1.0,0.0,7.0,0.0,,
165.0,0.0,0.0,14.0,0.0,0.0,8.0,4889.0,0.0,1.0,0.2,0.4909090909090909,1.0,0.0,17.0,25.558282208588956,127.0,46.0,1.0,6.0,0.0,,
77.0,0.0,0.0,18.0,0.0,1.0,17.0,3227.0,0.0,1.0,1.0,0.987012987012987,1.0,1.0,4.0,34.02597402597402,76.0,4.0,80.0,3.0,3.0,,
228.0,2.0,3.0,32.0,1.0,0.0,23.0,17300.0,0.0,1.0,0.9375,0.6403508771929824,1.0,1.0,30.0,37.425925925925924,634.0,52.0,25.0,7.0,7.0,,
37.0,0.0,0.0,4.0,0.0,0.0,13.0,3976.0,0.0,1.0,0.0,0.7567567567567568,1.0,3.0,5.0,33.108108108108105,14.0,13.0,0.0,1.0,0.0,,
39.0,0.0,2.0,10.0,0.0,0.0,4.0,4133.0,0.0,1.0,0.5,0.9487179487179487,1.0,3.0,10.0,30.17948717948718,108.0,19.0,0.0,1.0,1.0,,
126.0,0.0,0.0,23.0,0.0,1.0,15.0,3644.0,0.0,1.0,1.0,0.23015873015873015,1.0,0.0,10.0,23.658730158730158,342.0,67.0,209.0,58.0,58.0,,
156.0,1.0,1.0,9.0,2.0,0.0,33.0,5278.0,0.0,1.0,0.25,0.14743589743589744,1.0,0.0,35.0,26.548387096774192,147.0,18.0,3.0,4.0,0.0,,
101.0,1.0,3.0,9.0,1.0,0.0,14.0,3503.0,0.0,1.0,0.16666666666666666,0.37623762376237624,1.0,0.0,39.0,33.18811881188119,128.0,18.0,3.0,2.0,0.0,,
15.0,1.0,1.0,5.0,0.0,0.0,16.0,304.0,0.0,1.0,1.0,0.26666666666666666,1.0,0.0,0.0,19.533333333333335,51.0,0.0,8.0,9.0,9.0,,
1.0,0.0,0.0,20.0,0.0,1.0,14.0,161.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,30.0,6.0,7.0,0.0,0.0,,
0.0,0.0,0.0,10.0,0.0,0.0,25.0,79.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,
41.0,0.0,0.0,0.0,0.0,0.0,2.0,359.0,0.0,1.0,0.0,0.24390243902439024,0.0,0.0,0.0,11.317073170731707,18.0,0.0,0.0,1.0,1.0,,
3.0,1.0,1.0,1.0,0.0,0.0,2.0,190.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,5.0,36.333333333333336,3.0,0.0,0.0,3.0,0.0,,
65.0,0.0,2.0,39.0,2.0,0.0,31.0,3962.0,0.0,1.0,0.896551724137931,0.6923076923076923,0.0,0.0,26.0,42.63076923076923,289.0,62.0,17.0,6.0,6.0,,
669.0,0.0,0.0,41.0,1.0,1.0,23.0,19732.0,0.0,1.0,0.36363636363636365,0.9252615844544095,1.0,0.0,57.0,48.40438871473354,2375.0,112.0,247.0,16.0,14.0,,
108.0,0.0,0.0,24.0,0.0,0.0,18.0,9660.0,0.0,1.0,0.8333333333333334,0.3055555555555556,1.0,0.0,85.0,53.398148148148145,429.0,7.0,173.0,12.0,12.0,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,
59.0,0.0,0.0,5.0,1.0,0.0,9.0,3480.0,0.0,1.0,0.0,0.2711864406779661,1.0,0.0,14.0,21.983050847457626,34.0,3.0,1.0,2.0,0.0,,
248.0,2.0,1.0,11.0,0.0,0.0,29.0,7529.0,0.0,1.0,0.0,0.04435483870967742,1.0,0.0,35.0,43.924528301886795,367.0,76.0,2.0,1.0,0.0,,
0.0,0.0,0.0,3.0,0.0,0.0,7.0,145.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,
0.0,0.0,0.0,8.0,0.0,0.0,10.0,149.0,0.0,0.0,0.875,0.0,0.0,1.0,0.0,0.0,3.0,0.0,6.0,3.0,1.0,,
30.0,1.0,2.0,26.0,0.0,0.0,5.0,953.0,0.0,1.0,1.0,0.06666666666666667,0.0,0.0,6.0,11.633333333333333,91.0,3.0,8.0,19.0,18.0,,
61.0,4.0,11.0,15.0,0.0,1.0,12.0,2783.0,0.0,1.0,1.0,0.639344262295082,1.0,18.0,16.0,25.19672131147541,233.0,38.0,3.0,1.0,1.0,,
6.0,2.0,8.0,6.0,0.0,1.0,5.0,968.0,1.0,1.0,0.0,0.6666666666666666,1.0,0.0,0.0,137.16666666666666,28.0,1.0,1.0,0.0,0.0,,
548.0,3.0,19.0,13.0,1.0,1.0,25.0,16988.0,0.0,1.0,1.0,0.6496350364963503,1.0,1.0,134.0,45.82815356489945,1255.0,73.0,19.0,0.0,0.0,,
21.0,0.0,0.0,18.0,0.0,0.0,26.0,299.0,0.0,1.0,1.0,0.47619047619047616,1.0,0.0,0.0,47.0,53.0,1.0,0.0,1.0,1.0,,
182.0,0.0,0.0,20.0,1.0,1.0,18.0,4888.0,0.0,1.0,1.0,0.5659340659340659,1.0,0.0,9.0,29.483516483516482,1844.0,65.0,30.0,5.0,5.0,,
621.0,1.0,1.0,18.0,0.0,1.0,23.0,13519.0,0.0,1.0,1.0,0.9549114331723028,1.0,0.0,75.0,53.658496732026144,572.0,0.0,8.0,1.0,1.0,,
9.0,0.0,0.0,21.0,0.0,0.0,43.0,425.0,0.0,1.0,1.0,0.7777777777777778,1.0,1.0,0.0,27.555555555555557,13.0,0.0,0.0,2.0,2.0,,
24.0,0.0,0.0,7.0,1.0,0.0,5.0,2098.0,0.0,1.0,0.8333333333333334,0.5416666666666666,1.0,0.0,10.0,26.208333333333332,33.0,4.0,4.0,2.0,0.0,,
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
33.0,68.0,136.0,41.0,0.0,0.0,18.0,1364.0,0.0,1.0,1.0,0.09090909090909091,1.0,0.0,8.0,26.242424242424242,79.0,3.0,22.0,8.0,8.0,,
100.0,0.0,0.0,4.0,0.0,0.0,18.0,5324.0,0.0,1.0,1.0,0.91,1.0,0.0,37.0,31.81,62.0,9.0,7.0,3.0,3.0,,
123.0,0.0,0.0,29.0,0.0,0.0,12.0,3640.0,0.0,1.0,0.7222222222222222,0.4146341463414634,0.0,0.0,28.0,21.357723577235774,405.0,170.0,6.0,2.0,1.0,,
345.0,2.0,11.0,19.0,0.0,0.0,6.0,19934.0,0.0,1.0,1.0,0.14202898550724638,1.0,0.0,92.0,55.52173913043478,2040.0,118.0,481.0,1.0,1.0,,
1.0,0.0,0.0,0.0,0.0,0.0,4.0,85.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,25.0,8.0,3.0,0.0,1.0,0.0,,
210.0,0.0,0.0,52.0,1.0,1.0,16.0,11891.0,0.0,1.0,0.021739130434782608,0.6476190476190476,1.0,4.0,58.0,31.99047619047619,534.0,11.0,105.0,2.0,0.0,,
125.0,1.0,1.0,16.0,1.0,1.0,20.0,4789.0,0.0,1.0,1.0,1.0,1.0,0.0,39.0,50.92,161.0,32.0,43.0,6.0,6.0,,
156.0,7.0,73.0,40.0,1.0,0.0,18.0,18264.0,0.0,1.0,0.8666666666666667,0.7435897435897436,1.0,3.0,360.0,38.79577464788732,529.0,20.0,207.0,5.0,4.0,,
56.0,0.0,0.0,28.0,0.0,0.0,8.0,1835.0,0.0,1.0,0.043478260869565216,0.5714285714285714,1.0,0.0,8.0,30.672727272727272,157.0,18.0,50.0,0.0,0.0,,
1.0,0.0,0.0,0.0,0.0,0.0,3.0,206.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,36.0,1.0,0.0,0.0,0.0,0.0,,
13.0,0.0,0.0,1.0,0.0,0.0,1.0,310.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,26.23076923076923,2.0,1.0,0.0,0.0,0.0,,
120.0,1.0,5.0,15.0,0.0,0.0,16.0,33205.0,0.0,1.0,0.0,0.1,1.0,0.0,52.0,23.775,150.0,0.0,6.0,7.0,0.0,,
138.0,0.0,3.0,11.0,1.0,1.0,32.0,5389.0,0.0,1.0,1.0,0.6231884057971014,1.0,1.0,24.0,30.83703703703704,202.0,59.0,5.0,2.0,2.0,,
90.0,1.0,1.0,4.0,1.0,0.0,19.0,3848.0,0.0,1.0,1.0,0.9777777777777777,1.0,2.0,16.0,41.43333333333333,154.0,7.0,12.0,3.0,3.0,,
13.0,1.0,9.0,13.0,1.0,0.0,3.0,2357.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,11.23076923076923,26.0,6.0,0.0,6.0,0.0,,
0.0,0.0,0.0,62.0,0.0,1.0,31.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,1.0,,
74.0,1.0,3.0,7.0,1.0,0.0,10.0,4372.0,0.0,1.0,0.6666666666666666,0.7432432432432432,0.0,2.0,33.0,42.351351351351354,8.0,14.0,5.0,2.0,2.0,,
,,,,,,,,,,,,,,,,,,,,,https://miui.com,"HTTPSConnectionPool(host='home.miui.com', port=443): Read timed out. (read timeout=10)"
317.0,1.0,6.0,34.0,1.0,0.0,24.0,9386.0,0.0,1.0,1.0,0.9968454258675079,1.0,27.0,136.0,119.14826498422713,735.0,120.0,271.0,2.0,2.0,,
229.0,0.0,0.0,55.0,0.0,0.0,23.0,13963.0,0.0,1.0,1.0,0.24890829694323144,1.0,0.0,86.0,33.63755458515284,1257.0,99.0,1.0,0.0,0.0,,
245.0,0.0,1.0,26.0,0.0,0.0,22.0,14068.0,0.0,1.0,1.0,0.17959183673469387,1.0,0.0,78.0,33.8,1129.0,120.0,5.0,1.0,1.0,,
138.0,2.0,3.0,24.0,2.0,1.0,22.0,6072.0,0.0,1.0,1.0,0.717391304347826,0.0,0.0,186.0,38.88805970149254,178.0,27.0,14.0,11.0,11.0,,
2.0,0.0,0.0,8.0,1.0,0.0,27.0,78.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,1.0,3.0,3.0,,
205.0,0.0,0.0,15.0,0.0,0.0,17.0,9005.0,0.0,1.0,0.3333333333333333,0.7121951219512195,1.0,1.0,42.0,53.62439024390244,442.0,50.0,12.0,3.0,0.0,,
193.0,0.0,0.0,12.0,0.0,1.0,22.0,9595.0,0.0,1.0,0.3333333333333333,0.15544041450777202,1.0,3.0,75.0,18.677083333333332,551.0,109.0,72.0,1.0,1.0,,
281.0,0.0,1.0,21.0,0.0,1.0,14.0,9306.0,0.0,1.0,0.2857142857142857,0.40213523131672596,1.0,1.0,170.0,31.24372759856631,703.0,16.0,32.0,2.0,0.0,,
887.0,3.0,10.0,52.0,0.0,1.0,22.0,21544.0,0.0,1.0,0.043478260869565216,0.10822998872604284,1.0,9.0,47.0,58.38452787258248,1343.0,278.0,348.0,8.0,8.0,,
26.0,1.0,2.0,31.0,0.0,1.0,17.0,1216.0,0.0,1.0,0.0,0.038461538461538464,1.0,0.0,5.0,12.73076923076923,76.0,0.0,8.0,1.0,0.0,,
123.0,0.0,0.0,29.0,0.0,0.0,12.0,3640.0,0.0,1.0,0.7222222222222222,0.4146341463414634,0.0,0.0,28.0,21.357723577235774,405.0,170.0,6.0,2.0,1.0,,
64.0,1.0,2.0,5.0,1.0,0.0,17.0,2814.0,0.0,1.0,0.3333333333333333,0.5,0.0,0.0,23.0,34.78125,65.0,7.0,1.0,1.0,0.0,,
166.0,1.0,2.0,4.0,0.0,0.0,30.0,5831.0,0.0,1.0,0.0,0.28313253012048195,1.0,0.0,22.0,26.164473684210527,161.0,14.0,0.0,7.0,4.0,,
23.0,1.0,0.0,11.0,1.0,0.0,8.0,2009.0,0.0,1.0,1.0,0.08695652173913043,1.0,0.0,3.0,24.26086956521739,25.0,3.0,9.0,2.0,1.0,,
203.0,3.0,4.0,6.0,0.0,0.0,14.0,4596.0,0.0,1.0,1.0,0.4039408866995074,1.0,0.0,65.0,57.83743842364532,369.0,70.0,54.0,2.0,0.0,,
68.0,0.0,0.0,21.0,0.0,0.0,29.0,3595.0,0.0,1.0,0.07692307692307693,0.5147058823529411,1.0,0.0,48.0,60.86764705882353,270.0,20.0,2.0,3.0,0.0,,
82.0,0.0,0.0,30.0,0.0,0.0,17.0,3594.0,0.0,1.0,1.0,0.3902439024390244,1.0,3.0,48.0,30.646341463414632,194.0,1.0,5.0,0.0,0.0,,
266.0,0.0,0.0,24.0,0.0,0.0,19.0,9528.0,0.0,1.0,1.0,0.9548872180451128,1.0,0.0,76.0,33.66541353383459,639.0,59.0,21.0,6.0,6.0,,
98.0,1.0,5.0,16.0,0.0,0.0,15.0,18208.0,0.0,1.0,0.0,0.45918367346938777,0.0,20.0,42.0,60.03125,527.0,74.0,2.0,3.0,1.0,,
228.0,1.0,2.0,11.0,1.0,0.0,24.0,6501.0,0.0,1.0,0.0,0.24561403508771928,1.0,0.0,38.0,29.185022026431717,133.0,18.0,1.0,4.0,3.0,,
254.0,1.0,2.0,14.0,1.0,0.0,19.0,8530.0,0.0,1.0,0.14285714285714285,0.2283464566929134,1.0,3.0,63.0,21.06374501992032,257.0,63.0,10.0,2.0,0.0,,
594.0,0.0,0.0,28.0,0.0,1.0,18.0,7855.0,0.0,1.0,0.631578947368421,0.877104377104377,1.0,0.0,32.0,43.04047217537943,1490.0,211.0,89.0,446.0,444.0,,
3.0,0.0,0.0,2.0,0.0,0.0,18.0,6034.0,0.0,1.0,0.0,1.0,1.0,0.0,7.0,32.666666666666664,27.0,0.0,0.0,0.0,0.0,,
116.0,2.0,4.0,40.0,2.0,1.0,15.0,12315.0,0.0,1.0,0.9285714285714286,0.29310344827586204,1.0,16.0,19.0,27.165137614678898,558.0,68.0,21.0,2.0,2.0,,
