num_links,num_forms,num_inputs,num_scripts,num_iframes,has_login,num_meta,text_length,has_password_field,has_https_links,external_script_ratio,external_links_ratio,has_sensitive_keywords,num_exclamations,num_uppercase_words,avg_link_length,num_divs,num_images,num_inline_styles,num_css_files,num_external_css,label
1,1,5,3,0,0,6,385,0,1,0.0,1.0,0,0,1,45.0,9,1,7,0,0,1
1,1,5,3,0,0,6,385,0,1,0.0,1.0,0,0,1,45.0,9,1,7,0,0,1
6,1,3,4,0,0,3,138,1,0,1.0,0.0,1,0,0,1.0,8,4,6,5,4,1
6,1,3,4,0,0,3,138,1,0,1.0,0.0,1,0,0,1.0,8,4,6,5,4,1
0,1,4,8,1,1,3,125,1,0,1.0,0.0,0,4,0,0.0,2,1,5,1,0,1
28,3,9,2,0,1,7,1250,1,1,0.0,1.0,1,0,16,34.0,104,2,2,1,0,1
31,1,1,25,4,1,4,1291,0,1,1.0,0.06451612903225806,1,0,0,16.580645161290324,168,7,74,1,0,1
96,1,21,22,0,1,5,5952,1,1,0.3333333333333333,0.16666666666666666,1,1,79,27.1,379,2,130,1,0,1
96,1,21,22,0,1,5,5952,1,1,0.3333333333333333,0.16666666666666666,1,1,79,27.1,379,2,130,1,0,1
14,1,4,1,2,1,6,482,1,1,0.0,0.07142857142857142,1,2,5,6.928571428571429,95,1,4,1,0,1
0,0,1,11,1,0,13,62,0,0,1.0,0.0,1,0,1,0.0,93,0,10,3,3,1
1,0,1,10,0,0,15,58,0,1,1.0,1.0,1,0,0,118.0,127,1,11,3,3,1
1,0,1,11,1,0,9,61,0,0,1.0,0.0,1,0,2,41.0,98,0,9,3,3,1
1,0,0,0,0,0,5,120,0,0,0.0,0.0,1,0,0,30.0,5,0,0,1,0,1
12,1,5,2,0,1,6,877,1,1,0.0,0.6666666666666666,0,0,2,25.818181818181817,31,2,2,1,0,1
12,1,8,9,0,0,5,361,0,0,0.0,0.0,1,0,2,2.0,12,1,2,2,0,1
12,1,8,9,0,0,5,361,0,0,0.0,0.0,1,0,2,2.0,12,1,2,2,0,1
4,1,7,7,2,1,6,1133,1,1,0.0,1.0,1,0,0,52.0,231,1,4,0,0,1
1,0,1,10,0,0,15,80,0,1,1.0,1.0,1,0,3,119.0,105,1,12,3,3,1
0,1,3,9,0,0,4,186,1,0,1.0,0.0,1,1,0,0.0,11,1,3,3,3,1
0,1,3,9,0,0,4,186,1,0,1.0,0.0,1,1,0,0.0,11,1,3,3,3,1
25,1,3,1,0,0,5,1712,1,0,1.0,0.0,0,0,41,1.0,68,21,4,4,0,1
7,0,11,24,1,0,32,4608,0,1,0.95,0.8571428571428571,1,0,2,40.714285714285715,120,1,5,6,6,1
0,1,22,14,0,0,2,166,0,0,1.0,0.0,1,0,14,0.0,46,3,19,2,0,1
357,1,43,0,0,1,23,10223,1,1,0.0,0.957983193277311,1,4,106,45.39769452449568,287,8,431,6,0,1
0,1,3,7,0,1,1,195,1,0,1.0,0.0,1,1,3,0.0,12,1,7,2,2,1
3,0,0,0,0,0,5,978,0,1,0.0,0.6666666666666666,1,1,9,64.0,11,4,0,0,0,1
3,2,9,7,0,1,13,1206,1,0,1.0,0.0,1,0,11,12.0,147,46,13,5,1,1
3,2,9,7,0,1,13,1206,1,0,1.0,0.0,1,0,11,12.0,147,46,13,5,1,1
2,2,9,7,0,1,13,1131,1,0,1.0,0.0,1,0,11,0.0,146,46,13,5,1,1
5,0,7,3,0,0,5,1419,0,0,0.0,0.0,1,1,4,12.5,45,8,30,6,2,1
15,2,4,9,0,0,3,830,0,0,0.75,0.0,0,0,7,8.333333333333334,36,8,11,5,2,1
0,0,0,4,1,1,2,28,0,0,1.0,0.0,0,0,1,0.0,0,0,0,0,0,1
1,0,0,0,0,0,5,120,0,0,0.0,0.0,1,0,0,39.0,5,0,0,1,0,1
56,1,1,12,1,0,3,1841,0,1,1.0,0.8214285714285714,0,1,9,41.375,68,11,2,2,1,1
1,1,4,5,0,1,3,1627,1,0,0.8,0.0,1,0,12,1.0,53,32,8,3,1,1
114,0,27,22,2,1,4,7367,1,1,1.0,0.09649122807017543,1,0,120,17.692307692307693,510,2,175,1,1,1
0,1,3,7,0,1,1,199,1,0,1.0,0.0,1,1,4,0.0,12,1,7,2,2,1
1,1,5,3,0,1,6,384,0,1,0.0,1.0,0,0,1,45.0,9,2,8,0,0,1
1,1,5,3,0,1,6,381,0,1,0.0,1.0,0,0,1,45.0,9,1,7,0,0,1
1,1,5,3,0,1,6,383,0,1,0.0,1.0,0,0,1,45.0,9,2,8,0,0,1
19,0,0,18,0,0,14,13058,0,1,0.7647058823529411,0.2631578947368421,1,3,116,13.736842105263158,148,25,46,7,0,1
94,1,4,22,1,1,22,2347,1,0,1.0,0.0,1,2,4,1.0,88,16,36,4,0,1
19,1,8,11,1,0,3,590,0,1,0.4,0.7894736842105263,1,0,2,75.36842105263158,80,2,13,1,1,1
1,4,10,3,0,0,2,537,1,0,1.0,0.0,1,0,1,1.0,10,5,2,4,3,1
7,1,4,2,0,1,5,274,1,1,0.0,0.7142857142857143,1,0,0,17.571428571428573,12,0,3,1,0,1
1,0,0,6,0,1,10,200,0,0,1.0,0.0,1,0,1,1.0,10,1,1,1,1,1
1,0,1,10,0,1,13,82,0,1,1.0,1.0,1,0,4,110.0,112,1,10,3,3,1
0,1,4,8,0,0,2,87,1,0,0.0,0.0,0,0,3,0.0,6,2,4,5,0,1
0,1,4,8,0,0,2,87,1,0,0.0,0.0,0,0,3,0.0,6,2,4,5,0,1
4,1,8,30,1,1,8,70,0,0,0.2,0.0,1,0,0,1.0,52,2,23,9,0,1
10,1,8,29,1,1,9,193,0,1,0.2,0.5,1,0,2,42.5,70,3,40,8,0,1
8,1,4,23,0,1,7,186,0,1,0.25,0.5,1,0,4,101.875,23,1,31,17,0,1
335,2,13,174,10,1,8,5244,0,1,0.6363636363636364,0.4059701492537313,1,0,87,44.04204204204204,909,116,161,13,0,1
37,21,7,7,0,0,4,2555,0,0,1.0,0.0,0,2,7,3.27027027027027,412,26,100,3,0,1
182,4,7,3,0,1,8,4947,1,0,1.0,0.0,1,9,64,38.72832369942196,178,4,59,1,0,1
13,3,14,6,0,1,2,2480,1,0,1.0,0.0,1,4,5,1.0,104,2,50,4,1,1
0,0,3,1,0,1,3,130,1,0,0.0,0.0,0,0,0,0.0,13,0,0,1,0,1
0,1,4,8,1,1,3,93,1,0,1.0,0.0,0,4,0,0.0,2,1,5,1,0,1
335,2,13,171,5,1,8,5244,0,1,0.6515151515151515,0.4059701492537313,1,0,87,44.04204204204204,909,115,154,13,0,1
0,0,0,4,1,1,2,28,0,0,1.0,0.0,0,0,1,0.0,0,0,0,0,0,1
5,1,2,6,0,1,3,2180,0,0,1.0,0.0,1,3,15,14.2,78,26,45,5,4,1
13,0,2,9,1,0,3,2687,0,0,1.0,0.0,0,3,53,11.0,94,9,34,2,0,1
4,1,7,7,2,1,6,1133,1,1,0.0,1.0,1,0,0,52.0,231,1,4,0,0,1
7,0,11,23,1,0,32,4648,0,1,0.9473684210526315,0.8571428571428571,1,0,4,42.42857142857143,119,1,5,6,6,1
335,2,13,175,5,1,8,5244,0,1,0.6417910447761194,0.4059701492537313,1,0,87,44.04204204204204,909,116,156,13,0,1
335,2,13,175,7,1,8,5244,0,1,0.6417910447761194,0.4059701492537313,1,0,87,44.04204204204204,909,116,157,13,0,1
335,2,13,175,10,1,8,5244,0,1,0.6417910447761194,0.4059701492537313,1,0,87,44.04204204204204,909,116,161,13,0,1
2,1,8,12,3,1,5,118,0,1,0.4444444444444444,0.5,0,0,1,23.0,42,2,9,2,1,1
5,1,0,0,1,0,2,631,0,0,0.0,0.0,0,1,16,27.2,13,2,8,8,0,1
9,1,1,4,0,1,2,601,0,0,1.0,0.0,1,0,2,1.0,36,0,1,1,0,1
19,1,8,11,0,0,3,590,0,1,0.4,0.7894736842105263,1,0,2,75.36842105263158,82,2,11,1,1,1
19,1,8,11,1,0,3,590,0,1,0.4,0.7894736842105263,1,0,2,75.36842105263158,83,2,13,1,1,1
3,0,0,1,0,0,2,325,0,1,0.0,1.0,0,0,2,32.0,11,0,0,0,0,1
31,1,3,1,1,0,7,570,0,1,0.0,0.0967741935483871,0,0,9,26.870967741935484,49,0,1,3,0,1
2,3,7,2,0,0,7,716,0,0,1.0,0.0,0,0,4,0.0,49,0,0,1,0,1
1,1,5,3,0,0,6,382,0,1,0.0,1.0,0,0,1,45.0,9,1,7,0,0,1
13,3,14,6,0,1,2,2480,1,0,1.0,0.0,1,4,5,1.0,104,2,50,4,1,1
13,3,14,6,0,1,2,2480,1,0,1.0,0.0,1,4,5,1.0,104,2,50,4,1,1
13,3,14,6,0,1,2,2480,1,0,1.0,0.0,1,4,5,1.0,104,2,50,4,1,1
13,3,14,6,0,1,2,2480,1,0,1.0,0.0,1,4,5,1.0,104,2,50,4,1,1
24,1,10,6,0,0,3,4737,0,0,0.0,0.0,1,0,42,7.583333333333333,96,15,50,3,1,1
335,2,13,171,7,1,8,5244,0,1,0.6515151515151515,0.4059701492537313,1,0,87,44.04204204204204,909,115,156,13,0,1
114,0,27,22,2,1,4,7367,1,1,1.0,0.09649122807017543,1,0,120,17.692307692307693,510,2,175,1,1,1
114,0,27,22,2,1,4,7367,1,1,1.0,0.09649122807017543,1,0,120,17.692307692307693,510,2,175,1,1,1
172,3,9,17,1,0,15,5324,0,1,1.0,0.05813953488372093,1,0,16,39.627906976744185,193,17,18,5,1,1
172,3,9,17,1,0,15,5324,0,1,1.0,0.05813953488372093,1,0,16,39.627906976744185,193,17,18,5,1,1
114,0,27,22,2,1,4,7367,1,1,1.0,0.09649122807017543,1,0,120,17.692307692307693,510,2,175,1,1,1
47,1,4,80,5,1,7,3672,1,1,0.9857142857142858,0.7659574468085106,1,1,17,87.57142857142857,251,23,20,1,1,1
0,1,3,3,0,0,2,1105,0,0,1.0,0.0,0,3,6,0.0,41,1,26,2,0,1
260,9,18,37,1,0,15,7491,0,1,0.8695652173913043,0.9307692307692308,1,0,16,41.38076923076923,345,17,34,7,2,1
4,1,8,24,1,1,8,69,0,0,0.2727272727272727,0.0,1,0,1,1.0,35,2,21,8,0,1
2,0,1,10,0,0,15,171,0,1,1.0,0.5,1,0,20,74.5,110,1,16,4,4,1
3,1,8,24,1,1,7,70,0,0,0.2727272727272727,0.0,1,0,3,1.0,34,1,20,8,0,1
5,1,0,0,1,0,2,631,0,0,0.0,0.0,0,1,16,27.2,13,2,8,8,0,1
5,1,0,0,1,0,2,631,0,0,0.0,0.0,0,1,16,27.2,13,2,8,8,0,1
5,1,0,0,1,0,2,631,0,0,0.0,0.0,0,1,16,27.2,13,2,8,8,0,1
0,1,6,6,0,0,4,1012,1,0,0.0,0.0,0,0,3,0.0,21,9,6,4,0,1
6,0,0,10,1,0,5,200,0,1,1.0,0.5,1,0,0,47.0,4,14,7,2,2,1
5,1,0,0,1,0,2,631,0,0,0.0,0.0,0,1,16,27.2,13,2,8,8,0,1
5,1,0,0,1,0,2,631,0,0,0.0,0.0,0,1,16,27.2,13,2,8,8,0,1
7,0,0,17,3,1,13,286,0,0,0.3333333333333333,0.0,1,0,1,13.714285714285714,21,4,14,2,1,1
5,1,0,0,1,0,2,631,0,0,0.0,0.0,0,1,16,27.2,13,2,8,8,0,1
1,1,2,53,0,1,17,232,0,0,1.0,0.0,1,0,0,121.0,55,3,10,0,0,1
5,1,0,0,1,0,2,631,0,0,0.0,0.0,0,1,16,27.2,13,2,8,8,0,1
19,0,0,10,0,1,3,2243,0,1,1.0,0.21052631578947367,0,1,17,16.57894736842105,20,5,1,3,0,1
6,0,0,10,1,0,5,200,0,1,1.0,0.5,1,0,0,47.0,4,14,7,2,2,1
7,0,0,0,0,0,2,515,0,1,0.0,0.42857142857142855,0,0,0,19.714285714285715,4,2,0,0,0,1
10,1,5,8,0,0,2,220,0,1,0.125,0.1,1,0,11,9.333333333333334,74,6,30,2,0,1
4,0,1,10,0,0,13,63,0,1,1.0,0.75,1,0,0,92.25,116,4,10,3,3,1
4,0,1,10,0,0,13,63,0,1,1.0,0.75,1,0,0,92.25,116,4,10,3,3,1
10,1,5,8,0,0,2,216,0,1,0.125,0.1,1,0,8,9.333333333333334,82,6,32,2,0,1
10,1,5,8,0,0,2,189,0,1,0.125,0.1,1,0,8,9.333333333333334,74,6,30,2,0,1
0,1,4,4,0,0,3,111,0,0,1.0,0.0,0,0,3,0.0,23,1,14,1,1,1
5,2,23,9,0,1,9,351,1,1,1.0,0.6,1,1,0,215.6,42,4,3,1,1,1
5,0,1,10,0,0,15,552,0,0,1.0,0.2,1,0,8,45.8,155,7,32,3,3,1
5,0,1,10,0,0,15,552,0,0,1.0,0.2,1,0,8,45.8,155,7,32,3,3,1
4,1,8,29,1,1,8,142,0,0,0.2,0.0,1,0,9,1.0,72,2,40,8,0,1
1,0,1,11,1,0,13,63,0,0,1.0,0.0,1,0,0,22.0,129,1,10,3,3,1
7,0,0,17,3,1,13,286,0,0,0.3333333333333333,0.0,1,0,1,13.714285714285714,21,4,14,2,1,1
1,0,1,11,1,0,13,63,0,0,1.0,0.0,1,0,0,22.0,129,1,10,3,3,1
5,1,0,0,1,0,2,631,0,0,0.0,0.0,0,1,16,27.2,13,2,8,8,0,1
2,1,2,4,0,0,8,1337,1,0,1.0,0.0,1,0,1,0.0,39,4,11,6,3,1
2,1,2,4,0,0,8,1337,1,0,1.0,0.0,1,0,1,0.0,39,4,11,6,3,1
2,0,1,10,0,0,16,334,0,1,1.0,0.5,1,0,0,78.0,111,2,14,3,3,1
3,0,1,2,0,1,2,1244,0,1,1.0,0.3333333333333333,1,0,5,48.0,23,0,0,1,0,1
11,1,9,17,0,1,2,285,1,0,0.3076923076923077,0.0,1,0,1,1.0,47,1,8,1,0,1
0,1,3,7,0,1,1,254,1,0,1.0,0.0,1,1,4,0.0,12,1,7,2,2,1
6,1,11,4,0,0,2,993,0,1,1.0,0.16666666666666666,0,0,12,28.5,35,2,18,8,0,1
3,1,8,30,1,1,7,80,0,0,0.2,0.0,1,0,2,1.0,61,1,25,8,0,1
81,2,9,70,2,1,13,1390,0,1,0.8,0.024691358024691357,1,0,8,97.43589743589743,151,43,23,2,2,1
6,1,2,4,0,0,9,1067,1,1,1.0,0.16666666666666666,1,0,5,11.0,21,10,11,2,2,1
22,1,18,3,0,1,9,3786,1,1,1.0,0.045454545454545456,1,0,4,24.0625,82,4,2,1,1,1
5,3,4,18,0,1,2,663,0,0,0.1,0.0,0,0,11,22.0,31,2,13,7,0,1
5,3,4,18,0,1,2,663,0,0,0.1,0.0,0,0,11,22.0,31,2,13,7,0,1
9,1,2,9,0,1,2,177,1,0,1.0,0.0,1,0,0,1.0,19,1,14,3,2,1
9,1,2,9,0,1,2,177,1,0,1.0,0.0,1,0,0,1.0,19,1,14,3,2,1
8,1,6,15,0,1,2,418,1,1,0.5714285714285714,1.0,1,1,4,324.0,25,1,5,4,2,1
3,0,0,1,0,0,2,339,0,1,0.0,1.0,0,0,2,36.333333333333336,11,0,0,0,0,1
