eval_count,function_count,document_write,setTimeout,length,entropy,iframe_count,window_location,createElement_count,appendChild_count,dispatchEvent_count,onmouseover_count,fromCharCode_count,charCodeAt_count,escape_count,unescape_count,digit_count,hex_count,backslash_count,pipe_count,percent_count,curly_brace_count,space_count,parseInt_count,classid_count,ActiveXObject_count,concat_count,indexOf_count,substring_count,replace_count,addEventListener_count,attachEvent_count,getElementById_count,search_count,split_count,onerror_count,onload_count,onbeforeunload_count,setAttribute_count,charAt_count,consoleLog_count,js_file_count,php_file_count,random_count,decode_count,toString_count,encoded_char_count,long_string_count,max_word_length,min_word_length,entropy_longest_word,popup_window,right_clic,share_of_digits,share_of_hex,share_of_backslash,share_of_pipe,share_of_percent,share_of_curly_braces,share_of_spaces,unsafe_anchor_percent
0.0,30.0,0.0,3.0,4827.0,5.628541186503028,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1233.0,0.0,105.0,48.0,0.0,96.0,84.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,2.0,0.0,1.0,3.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,96.0,7.0,138.0,1.0,4.786502545299146,0.0,0.0,0.2989815712900097,0.0,0.02175264139216905,0.016,0.0,0.03162055335968379,0.0423728813559322,0.0
0.0,1126.0,0.0,9.0,201253.0,5.440876470211608,16.0,6.0,25.0,25.0,1.0,0.0,2.0,1.0,0.0,0.0,4055.0,0.0,297.0,1523.0,10.0,3825.0,133892.0,5.0,0.0,0.0,35.0,20.0,7.0,32.0,8.0,1.0,6.0,0.0,16.0,8.0,7.0,2.0,15.0,2.0,1.0,3.0,0.0,4.0,2.0,13.0,18.0,177.0,67.0,6.0,5.954196310386875,0.0,0.0,0.04918032786885246,0.0,0.008119079837618403,0.013377926421404682,0.00022326412145568208,0.03074253503044163,0.6652919459585696,0.8849557522123894
0.0,18844.0,0.0,42.0,3920524.0,5.614293613812895,41.0,5.0,758.0,111.0,66.0,1.0,84.0,391.0,6.0,6.0,257353.0,79.0,43542.0,14173.0,728.0,81300.0,133892.0,82.0,0.0,11.0,357.0,233.0,37.0,313.0,69.0,2.0,8.0,17.0,156.0,196.0,19.0,1.0,109.0,40.0,6.0,64.0,0.0,28.0,24.0,174.0,42023.0,3662.0,1962.0,6.0,5.776020775714625,1.0,0.0,0.3064516129032258,0.0001592452982321756,0.011106168461154682,0.0058689272905119005,0.001058127392969022,0.024336930038287505,0.6652919459585696,4.087193460490464
0.0,2173.0,0.0,40.0,608873.0,5.493036303545787,43.0,19.0,37.0,50.0,29.0,0.0,8.0,66.0,3.0,3.0,16339.0,1223.0,996.0,2956.0,141.0,12158.0,9661.0,34.0,0.0,2.0,195.0,98.0,17.0,43.0,151.0,0.0,10.0,0.0,38.0,22.0,13.0,0.0,58.0,38.0,2.0,0.0,0.0,3.0,17.0,33.0,37.0,607.0,86.0,1.0,5.0345137724729,1.0,0.0,0.027159376704946173,0.0020086290572910934,0.0016358091096172764,0.005043313949620088,0.0003626129422879879,0.021244461004138446,0.24744897959183673,0.0
0.0,585.0,0.0,7.0,266478.0,5.423396574895548,2.0,0.0,17.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,27962.0,17.0,262.0,1263.0,7.0,1918.0,133892.0,1.0,1.0,2.0,5.0,15.0,0.0,43.0,4.0,4.0,6.0,0.0,14.0,0.0,5.0,0.0,11.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,14.0,164.0,4029.0,1.0,4.411342601791829,0.0,0.0,0.10493173920548789,6.379513505805358e-05,0.0028284878385818695,0.013635038702782066,7.557028576363774e-05,0.02070625829923674,0.6652919459585696,0.8849557522123894
0.0,30.0,0.0,3.0,4319.0,5.576699982589001,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1369.0,0.0,24.0,48.0,0.0,90.0,67.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,2.0,0.0,1.0,3.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,24.0,7.0,138.0,1.0,4.786502545299146,0.0,0.0,0.31697152118545957,0.0,0.005733397037744864,0.016,0.0,0.03162055335968379,0.0423728813559322,0.0
1.0,3218.0,0.0,13.0,421042.0,5.611306068559643,14.0,14.0,12.0,12.0,2.0,2.0,7.0,9.0,0.0,0.0,9924.0,1.0,1200.0,2221.0,160.0,9149.0,8585.0,18.0,0.0,0.0,50.0,53.0,12.0,41.0,23.0,7.0,5.0,0.0,32.0,18.0,72.0,18.0,6.0,5.0,0.0,81.0,23.0,4.0,5.0,43.0,38.0,361.0,113.0,7.0,5.611071082033854,0.0,0.0,0.21839080459770116,4.216029343564231e-05,0.05982905982905983,0.006091370558375634,0.0003800095952422799,0.2,0.0273972602739726,0.0
0.0,116.0,0.0,4.0,25886.0,5.391599075228256,5.0,4.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,338.0,0.0,5.0,115.0,0.0,384.0,247.0,1.0,0.0,0.0,1.0,16.0,3.0,9.0,2.0,0.0,0.0,0.0,21.0,2.0,4.0,0.0,7.0,2.0,1.0,9.0,0.0,1.0,3.0,3.0,0.0,29.0,36.0,8.0,3.930225265800904,0.0,0.0,0.050387596899224806,0.0,0.00043677658877484165,0.020310111378030137,0.0,0.05263157894736842,0.20973154362416108,0.0
9.0,1493.0,0.0,3.0,168828.0,5.53439235761552,3.0,0.0,11.0,10.0,1.0,0.0,1.0,6.0,5.0,0.0,2666.0,4.0,332.0,1247.0,21.0,4412.0,2826.0,2.0,0.0,0.0,9.0,37.0,20.0,67.0,10.0,1.0,1.0,2.0,35.0,1.0,2.0,0.0,12.0,44.0,1.0,1.0,0.0,7.0,5.0,25.0,11.0,204.0,100.0,2.0,5.954196310386875,0.0,0.0,0.065698041692988,0.002526847757422615,0.010045203415369162,0.008865730839522495,0.00505369551484523,0.027000490918016692,0.3617021276595745,0.0
0.0,1406.0,0.0,37.0,839435.0,5.579401876802985,9.0,59.0,1028.0,32.0,47.0,0.0,2.0,50.0,2.0,0.0,583487.0,121.0,6369.0,3644.0,144.0,9662.0,76128.0,16.0,1.0,0.0,64.0,42.0,17.0,44.0,192.0,1.0,39.0,5.0,28.0,17.0,9.0,4.0,144.0,17.0,4.0,251.0,0.0,21.0,3.0,46.0,2282.0,594.0,89.0,3.0,5.954196310386875,1.0,0.0,0.6950949150321347,0.00022828035091029147,0.07230917991176648,0.029706925365833775,0.0005465030992478392,0.06060606060606061,0.11128464436850216,0.0
0.0,31.0,0.0,1.0,599777.0,5.313462770171428,6.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52510.0,0.0,269.0,89.0,695.0,9600.0,12394.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,1.0,0.0,0.0,175.0,3159.0,8.0,5.138484829969254,0.0,0.0,0.16071428571428573,0.0,0.03282051282051282,0.005797101449275362,0.001158764007289376,0.04894117647058824,0.43200962695547535,0.0
1.0,3218.0,0.0,13.0,421042.0,5.491312957665827,14.0,14.0,12.0,12.0,2.0,2.0,7.0,9.0,0.0,0.0,9924.0,0.0,1326.0,2221.0,160.0,9149.0,8585.0,18.0,0.0,0.0,50.0,53.0,12.0,41.0,23.0,7.0,5.0,0.0,32.0,18.0,72.0,18.0,6.0,5.0,0.0,148.0,23.0,4.0,5.0,43.0,38.0,361.0,88.0,7.0,5.450409033188761,0.0,0.0,0.224942904223642,0.0,0.05693919615252491,0.006091370558375634,0.0003800095952422799,0.2,0.0273972602739726,0.0
1.0,12720.0,0.0,130.0,3222334.0,5.4830350439840645,161.0,65.0,1396.0,69.0,38.0,0.0,21.0,48.0,3.0,2.0,190852.0,0.0,1753.0,14003.0,791.0,69919.0,71554.0,46.0,1.0,1.0,122.0,204.0,47.0,148.0,232.0,2.0,13.0,1.0,147.0,168.0,44.0,0.0,48.0,28.0,27.0,11.0,0.0,21.0,55.0,116.0,337.0,2995.0,663.0,2.0,5.4643442382234815,0.0,0.0,0.059227876439872464,0.0,0.008005336891260841,0.0133422281521014,0.0002454742432038392,0.021698247295283482,0.022205643486988003,0.0
0.0,768.0,0.0,8.0,428644.0,5.54843352858923,16.0,4.0,24.0,23.0,0.0,0.0,2.0,5.0,5.0,0.0,42835.0,17.0,18546.0,1130.0,24.0,3996.0,42754.0,5.0,0.0,1.0,49.0,18.0,1.0,32.0,6.0,1.0,5.0,0.0,10.0,2.0,2.0,0.0,15.0,2.0,2.0,22.0,0.0,2.0,0.0,1.0,18115.0,347.0,44.0,2.0,4.6806892889443334,0.0,0.0,0.09993141161429998,3.96599509149784e-05,0.043266673509952315,0.012562953739424327,0.00011117658176481706,0.02560819462227913,0.30441640378548895,0.0
1.0,36848.0,0.0,153.0,9343082.0,6.038813644733654,396.0,112.0,1359.0,339.0,197.0,0.0,29.0,66.0,9.0,4.0,276316.0,20.0,40486.0,21348.0,1527.0,150724.0,176690.0,70.0,0.0,0.0,353.0,395.0,153.0,331.0,543.0,2.0,35.0,7.0,298.0,198.0,116.0,0.0,331.0,93.0,10.0,29.0,0.0,95.0,29.0,379.0,26304.0,8207.0,1536.0,4.0,5.714011639748377,1.0,0.0,0.2695984703632887,0.010309278350515464,0.03461042691213764,0.018518518518518517,0.0038240917782026767,0.07360055286800277,0.10185185185185185,4.945054945054945
0.0,21890.0,0.0,85.0,5655376.0,5.429098200758131,63.0,56.0,85.0,36.0,10.0,0.0,18.0,176.0,5.0,0.0,655645.0,127.0,9633.0,94100.0,1173.0,163096.0,210707.0,73.0,2.0,1.0,1042.0,171.0,111.0,304.0,86.0,4.0,14.0,11.0,191.0,203.0,33.0,0.0,36.0,108.0,8.0,9.0,0.0,21.0,18.0,149.0,8640.0,3815.0,334.0,8.0,5.954196310386875,0.0,0.0,0.2564047914214316,2.815722682601571e-05,0.03383240788544817,0.036799931171223314,0.0002074132648297832,0.06896551724137931,0.46985210466439137,5.813953488372093
0.0,3581.0,0.0,18.0,973319.0,5.701395695389302,78.0,35.0,81.0,12.0,3.0,0.0,6.0,26.0,3.0,2.0,384117.0,5259.0,1078.0,55779.0,303.0,13644.0,36410.0,305.0,0.0,1.0,149.0,54.0,9.0,59.0,56.0,1.0,14.0,0.0,31.0,28.0,38.0,0.0,22.0,18.0,3.0,2622.0,0.0,6.0,3.0,44.0,1029.0,686.0,2856.0,9.0,5.497961749018848,1.0,0.0,0.4531054812602404,0.030261355920499926,0.005073514185131497,0.06579706349683807,0.0049633888643176565,0.04371584699453552,0.6,0.0
0.0,212.0,0.0,6.0,34192.0,5.6949050078715375,1.0,4.0,4.0,9.0,0.0,0.0,0.0,3.0,4.0,0.0,1190.0,4.0,77.0,220.0,32.0,694.0,791.0,7.0,0.0,1.0,15.0,21.0,6.0,11.0,3.0,1.0,5.0,2.0,4.0,3.0,8.0,1.0,11.0,0.0,0.0,24.0,0.0,1.0,3.0,7.0,65.0,31.0,104.0,6.0,5.558189838146177,0.0,0.0,1.0,0.00014703179562580409,0.02697419859265051,0.0273972602739726,0.00432744320230797,0.2222222222222222,0.09803921568627451,0.0
0.0,1385.0,0.0,3.0,194121.0,5.462668685745912,6.0,2.0,5.0,7.0,0.0,0.0,0.0,6.0,2.0,2.0,5367.0,9.0,373.0,1900.0,38.0,5315.0,3102.0,11.0,0.0,0.0,87.0,43.0,16.0,14.0,18.0,1.0,8.0,1.0,24.0,3.0,2.0,0.0,11.0,2.0,2.0,0.0,0.0,3.0,2.0,14.0,15.0,196.0,62.0,3.0,5.954196310386875,0.0,0.0,0.06432748538011696,4.63628355510223e-05,0.003623119676764611,0.00978770972743804,0.0007208300927594514,0.027851070067428905,0.07017543859649122,0.0
0.0,585.0,0.0,7.0,266478.0,5.423396574895548,2.0,0.0,17.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,27962.0,17.0,262.0,1263.0,7.0,1918.0,133892.0,1.0,1.0,2.0,5.0,15.0,0.0,43.0,4.0,4.0,6.0,0.0,14.0,0.0,5.0,0.0,11.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,14.0,164.0,4029.0,1.0,4.411342601791829,0.0,0.0,0.10493173920548789,6.379513505805358e-05,0.0028284878385818695,0.013635038702782066,7.557028576363774e-05,0.02070625829923674,0.6652919459585696,0.8849557522123894
2.0,14389.0,1.0,103.0,3716851.0,5.865567293785931,104.0,92.0,3311.0,133.0,26.0,0.0,60.0,64.0,5.0,4.0,97448.0,11283.0,12316.0,11157.0,368.0,75700.0,221023.0,117.0,1.0,3.0,1018.0,1023.0,58.0,703.0,187.0,5.0,81.0,7.0,258.0,193.0,28.0,0.0,189.0,96.0,45.0,467.0,2.0,16.0,28.0,87.0,12315.0,3279.0,215.0,2.0,5.705914474923317,1.0,0.0,0.37566162294794647,0.039617414386988715,0.14390372144651517,0.017699115044247787,0.001119194180190263,0.02910737386804657,0.3298791018998273,0.0
0.0,30.0,0.0,3.0,4827.0,5.627913735087007,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1333.0,0.0,105.0,48.0,0.0,96.0,84.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,2.0,0.0,1.0,3.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,96.0,7.0,138.0,1.0,4.786502545299146,0.0,0.0,0.3129842686076544,0.0,0.02175264139216905,0.016,0.0,0.03162055335968379,0.0425531914893617,0.0
0.0,666.0,0.0,12.0,134017.0,5.53439235761552,4.0,2.0,9.0,16.0,4.0,0.0,0.0,3.0,0.0,0.0,2666.0,1.0,2888.0,2784.0,28.0,2114.0,9329.0,3.0,0.0,0.0,14.0,14.0,6.0,28.0,121.0,1.0,1.0,0.0,13.0,0.0,2.0,0.0,104.0,4.0,1.0,1.0,0.0,7.0,1.0,11.0,76.0,124.0,62.0,2.0,5.954196310386875,0.0,0.0,0.035149709283162155,0.0013003901170351106,0.021549504913555742,0.020773483960990023,0.0002089287179984629,0.028197381671701913,0.2939641989745435,0.0
1.0,3218.0,0.0,13.0,421042.0,5.4917671520614695,14.0,14.0,12.0,12.0,2.0,2.0,7.0,9.0,0.0,0.0,9924.0,0.0,1326.0,2221.0,160.0,9149.0,8585.0,18.0,0.0,0.0,50.0,53.0,12.0,41.0,23.0,7.0,5.0,0.0,32.0,18.0,72.0,18.0,6.0,5.0,0.0,148.0,23.0,4.0,5.0,43.0,38.0,361.0,88.0,7.0,5.393813010559827,0.0,0.0,0.21839080459770116,0.0,0.05693919615252491,0.006091370558375634,0.0003800095952422799,0.2,0.0273972602739726,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,3321.0,0.0,47.0,833383.0,5.795532267525828,5.0,27.0,883.0,24.0,8.0,0.0,9.0,73.0,2.0,1.0,56109.0,73.0,594.0,9492.0,310.0,18725.0,23507.0,49.0,1.0,0.0,513.0,69.0,22.0,88.0,72.0,1.0,6.0,1.0,54.0,48.0,64.0,0.0,29.0,15.0,40.0,15.0,2.0,8.0,8.0,30.0,549.0,1093.0,1493.0,2.0,5.391545632327669,1.0,0.0,0.37168237460730147,0.0001961630507277649,0.004383573593876082,0.04328554230053628,0.002008398758444404,0.05263157894736842,0.10719692824048739,0.0
22.0,6527.0,0.0,28.0,1682532.0,5.86203597996172,40.0,54.0,553.0,62.0,14.0,0.0,7.0,49.0,5.0,1.0,82626.0,50.0,3479.0,11493.0,964.0,51308.0,40241.0,105.0,1.0,2.0,1457.0,140.0,28.0,180.0,50.0,5.0,23.0,5.0,65.0,47.0,20.0,0.0,29.0,45.0,5.0,81.0,0.0,16.0,17.0,94.0,1465.0,1452.0,3239.0,6.0,5.954196310386875,1.0,0.0,0.19141367182762664,0.0006135439834343124,0.007975409155105093,0.02404809619238477,0.0020293661215232185,0.0438871473354232,0.43478260869565216,15.789473684210526
1.0,6524.0,0.0,66.0,1970838.0,5.8230279995951175,13.0,40.0,302.0,20.0,3.0,0.0,20.0,241.0,1.0,0.0,90977.0,86.0,2857.0,11687.0,246.0,50001.0,47543.0,95.0,2.0,1.0,1152.0,185.0,41.0,252.0,75.0,3.0,2.0,3.0,125.0,57.0,22.0,0.0,37.0,60.0,1.0,1141.0,0.0,28.0,350.0,110.0,84.0,1706.0,28971.0,1000.0,5.673018185332362,1.0,0.0,0.5,4.363626031160349e-05,0.0014496371594215252,0.007303279278460251,0.0008532423208191126,0.027447905421018142,0.24994110718492343,0.0
2.0,4004.0,0.0,41.0,2045246.0,5.658386648587162,28.0,21.0,1778.0,12.0,8.0,1.0,7.0,88.0,13.0,6.0,622541.0,283.0,39302.0,5641.0,457.0,30243.0,92830.0,93.0,2.0,1.0,1020.0,103.0,67.0,158.0,63.0,1.0,8.0,1.0,93.0,36.0,23.0,1.0,17.0,27.0,5.0,6.0,0.0,12.0,16.0,119.0,822.0,1528.0,779.0,4.0,5.954196310386875,0.0,0.0,0.34183673469387754,0.00042751028696628014,0.14054054054054055,0.046511627906976744,0.022174795689969287,0.029664102882924488,0.4723127035830619,0.0
0.0,585.0,0.0,7.0,266478.0,5.423396574895548,2.0,0.0,17.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,27962.0,17.0,262.0,1263.0,7.0,1918.0,133892.0,1.0,1.0,2.0,5.0,15.0,0.0,43.0,4.0,4.0,6.0,0.0,14.0,0.0,5.0,0.0,11.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,14.0,164.0,4029.0,1.0,4.411342601791829,0.0,0.0,0.10493173920548789,6.379513505805358e-05,0.0028284878385818695,0.013635038702782066,7.557028576363774e-05,0.02070625829923674,0.6652919459585696,0.8849557522123894
0.0,6595.0,1.0,64.0,1659554.0,5.487552078155098,3.0,80.0,14.0,16.0,35.0,1.0,1.0,17.0,1.0,0.0,69317.0,22.0,276.0,9793.0,1054.0,39249.0,40354.0,42.0,0.0,0.0,29.0,102.0,24.0,98.0,92.0,3.0,7.0,0.0,117.0,7.0,12.0,1.0,24.0,8.0,11.0,89.0,0.0,17.0,33.0,165.0,68.0,1533.0,151.0,2.0,5.954196310386875,0.0,0.0,0.06417112299465241,1.3256573754153224e-05,0.002144696637215041,0.010750867688140184,0.0006351103971307954,0.02771990897940335,0.2743055555555556,0.0
1.0,2180.0,1.0,17.0,343526.0,5.47663965999221,18.0,16.0,23.0,20.0,1.0,0.0,2.0,15.0,1.0,1.0,10111.0,0.0,769.0,1481.0,18.0,7826.0,9885.0,13.0,0.0,1.0,167.0,28.0,15.0,31.0,8.0,1.0,5.0,0.0,29.0,6.0,26.0,0.0,14.0,3.0,27.0,168.0,1.0,6.0,2.0,20.0,80.0,304.0,64.0,2.0,4.303072516654254,0.0,0.0,0.125,0.0,0.05172413793103448,0.012415336995876783,0.0006459948320413437,0.04926108374384237,0.40720274390243905,50.0
9.0,1493.0,0.0,3.0,168828.0,5.53439235761552,0.0,0.0,11.0,10.0,1.0,0.0,1.0,6.0,5.0,0.0,2666.0,4.0,332.0,1247.0,21.0,4412.0,2826.0,2.0,0.0,0.0,9.0,37.0,20.0,67.0,10.0,1.0,1.0,2.0,35.0,1.0,2.0,0.0,12.0,44.0,1.0,1.0,0.0,7.0,5.0,25.0,11.0,204.0,102.0,2.0,5.954196310386875,0.0,0.0,0.06586447118429385,0.00253324889170361,0.0019664984481247184,0.008865730839522495,0.00506649778340722,0.027000490918016692,0.34328358208955223,0.0
0.0,2497.0,0.0,23.0,399217.0,5.6277983496688435,21.0,0.0,7.0,3.0,1.0,0.0,7.0,15.0,0.0,0.0,16562.0,0.0,394.0,2586.0,22.0,9623.0,8174.0,1.0,0.0,0.0,41.0,125.0,50.0,72.0,12.0,0.0,2.0,2.0,102.0,18.0,9.0,0.0,7.0,13.0,1.0,7.0,0.0,10.0,13.0,24.0,13.0,350.0,176.0,1.0,5.30643080362647,0.0,0.0,0.04148620925461591,0.0,0.002132674823212482,0.012944983818770227,0.0014591985632506454,0.024104684920732332,0.11650485436893204,0.0
0.0,686.0,0.0,13.0,106973.0,5.912121965683584,3.0,5.0,34.0,24.0,4.0,0.0,2.0,0.0,0.0,0.0,1435.0,0.0,332.0,1352.0,9.0,2316.0,1849.0,3.0,1.0,2.0,6.0,19.0,2.0,47.0,39.0,5.0,4.0,0.0,17.0,1.0,5.0,0.0,16.0,4.0,1.0,2.0,1.0,3.0,1.0,4.0,57.0,123.0,171.0,4.0,5.4821721995435295,1.0,0.0,0.10256410256410256,0.0,0.05714285714285714,0.012638703224178064,0.0001916902285905976,0.05333333333333334,0.2505307855626327,0.0
